Tran Date,CHQNO,PARTICULARS,DR,CR,BAL,SOL
12-02-2018,-,IMPS/P2A/804323207682/918698972467/Goa to pune, ,1890,29059.72,315
12-02-2018,-,IMPS/P2A/804400214746/918698972467/Friends, ,1890,30949.72,315
12-02-2018,-,ECOM PUR/PAYU REDBUS A/pune/130218/00:16,7560, ,23389.72,315
14-02-2018,-,POS/ABSOLUTE BARBEQUE/PUNE/140218/20:48,1700, ,21689.72,315
16-02-2018,-,UPI/P2A/804721421736/PRASAD GHANSHYAM BHALERAO, ,156,21845.72,315
16-02-2018,-,UPI/P2A/804722590769/PRASAD GHANSHYAM BHALERAO, ,101,21946.72,315
17-02-2018,-,ECOM PUR/MCDELIVERY PA/Gurugram/170218/14:47,458, ,21488.72,315
19-02-2018,-,UPI/P2A/805009000145/GOOGLEPAY, ,17,21505.72,315
19-02-2018,-,ATM-CASH/BANER MHALUN ROAD/PUNE/190218,1000, ,20505.72,315
19-02-2018,-,MOB/TPFT/ARCHITA TARANEK/916010022399745, ,1890,22395.72,1564
20-02-2018,-,IMPS/P2A/805108108298/917500844557/, ,1500,23895.72,315
20-02-2018,-,POS/DMART Baner/PUNE/200218/19:46,478.24, ,23417.48,315
20-02-2018,-,ECOM PUR/Book My Show/Mumbai/200218/21:11,593.28, ,22824.2,315
22-02-2018,-,NEFT/MB/AXMB180532338307/abhijeet,800, ,22024.2,459
23-02-2018,-,POS/RAJDHANI/THANE/230218/14:21,1496, ,20528.2,315
23-02-2018,-,POS/M S CREAM ZONE II/MUMBAI/230218/22:33,130, ,20398.2,315
24-02-2018,-,ECOM PUR/MSRTC/MUMBAI/240218/16:10,456, ,19942.2,315
26-02-2018,-,IMPS/P2A/805614819041/919860450053/GG_187_151954, ,1.64,19943.84,315
26-02-2018,-,IMPS/P2A/805614755617/919860450053/comments, ,3100,23043.84,315
26-02-2018,-,ECOM PUR/PAYTM/Noida/250218/20:29,508, ,22535.84,315
26-02-2018,-,POS/SUMITZ/PUNE/260218/20:08,500, ,22035.84,315
26-02-2018,-,POS/SMART LIFE CHEMIS/PUNE/260218/21:07,259, ,21776.84,315
27-02-2018,-,POS/SUBWAY/PUNE/270218/13:33,320, ,21456.84,315
27-02-2018,-,POS/SUBWAY/PUNE/270218/13:34,95, ,21361.84,315
27-02-2018,-,POS/LENSKART/PUNE/270218/19:16,2576, ,18785.84,315
27-02-2018,-,UPI/P2A/805820968642/,1000, ,17785.84,315
28-02-2018,-,ECS/BEL INT DIV 2017 18/1302750001515/AXIS BANK  U, ,115.2,17901.04,2
28-02-2018,-,ECS/BEL INT DIV 2017 18/1208160002346/AXIS BANK  U, ,320,18221.04,2
28-02-2018,-,NEFT/CITIN18825339280/ADP INDIA PRIVATE LIMITED/SA, ,40509,58730.04,248
28-02-2018,-,ICON REF/804440000220/PAYU REFUND/DT.26022018, ,6480,65210.04,100
28-02-2018,-,POS/TULIPS/PUNE/280218/19:12,700, ,64510.04,315
28-02-2018,-,UPI/P2A/805920840263/,10, ,64500.04,315
28-02-2018,-,UPI/P2A/805920870859/,1622, ,62878.04,315
01-03-2018,-,POS/CHAITANYA PARANTH/PUNE/010318/14:34,252, ,62626.04,315
01-03-2018,-,UPI/P2A/806016224140/,24000, ,38626.04,315
01-03-2018,-,UPI/P2A/806016230035/GOOGLEPAY, ,15,38641.04,315
01-03-2018,-,UPI/P2A/806016230487/GOOGLEPAY, ,13,38654.04,315
01-03-2018,-,POS/PANTALOONS/PUNE/010318/21:58,719.25, ,37934.79,315
02-03-2018,-,ATM-CASH/BOB/PUNE/020318,1000, ,36934.79,315
02-03-2018,-,POS/TALES & SPIRITS/PUNE/020318/23:15,2243, ,34691.79,315
05-03-2018,-,POS/SANTOSH CATERERS/PUNE/040318/12:08,275, ,34416.79,315
05-03-2018,-,IMPS/P2A/806400690897/917895336444/rent splitwis, ,7892,42308.79,315
05-03-2018,-,IMPS/P2A/806422137119/917500844557/Rent, ,4666,46974.79,315
06-03-2018,-,POS/SUBWAY/PUNE/060318/13:30,242, ,46732.79,315
07-03-2018,-,ECOM PUR/aip bharti ai/MUMBAI/070318/09:32,399, ,46333.79,315
07-03-2018,-,AXISDIRECT/D773204/07-03-2018/09:03,2500, ,43833.79,315
07-03-2018,-,UPI/P2A/806617874065/,202.73, ,43631.06,315
07-03-2018,-,AXISDIRECT/D812757/07-03-2018/05:03,15426.1, ,28204.96,315
07-03-2018,-,UPI/P2A/806620376318/AXI7e15238d090449b69d2f9ebd, ,5033,33237.96,315
07-03-2018,-,ATM-CASH/BANER ROAD OATM/PUNE/070318,1200, ,32037.96,315
10-03-2018,-,UPI/P2M/806910572151/billdesktez,530, ,31507.96,315
10-03-2018,-,UPI/P2A/806910607407/GOOGLEPAY, ,27,31534.96,315
12-03-2018,-,POS/DMART Baner/PUNE/110318/19:04,259.2, ,31275.76,315
12-03-2018,-,UPI/P2A/807110655340/AXIc112b732dbb34eb8884b2c37, ,173,31448.76,315
12-03-2018,-,IMPS/P2A/807114077782/917895336444/splitwise _ m, ,503,31951.76,315
14-03-2018,-,AXISDIRECT/E074733/14-03-2018/05:03,29694.03, ,2257.73,315
16-03-2018,-,UPI/P2M/807600705227/olx,79, ,2178.73,315
23-03-2018,-,AXISDIRECT/E434294/23-03-2018/01:03,32.87, ,2145.86,315
23-03-2018,-,UPI/P2A/808218453849/,590, ,1555.86,315
23-03-2018,-,NEFT/N082180097637010/INDIAN CLEARING CORP/OTB BEL, ,2555,4110.86,248
25-03-2018,-,POS/ABSOLUTE BARBEQUE/MARATHAHALLI/250318/13:24,3927, ,183.86,315
28-03-2018,-,AXISDIRECT/E654230/28-03-2018/08:03, ,12480.78,12664.64,4
29-03-2018,-,NEFT/CITIN18840660424/ADP INDIA PRIVATE LIMITED/SA, ,48390,61054.64,2
29-03-2018,-,UPI/P2A/808821490141/,1000, ,60054.64,315
29-03-2018,-,UPI/P2A/808821499118/GOOGLEPAY, ,29,60083.64,315
30-03-2018,-,IMPS/P2A/808909167378/917500844557/Investment, ,5666,65749.64,315
30-03-2018,-,POS/CHAITANYA PARANTH/PUNE/300318/14:10,89, ,65660.64,315
31-03-2018,-,UPI/P2A/809000209095/AXI794d07a924384f08b6303684, ,268,65928.64,315
31-03-2018,-,912010041956734:Int.Pd:01-01-2018 to 31-03-2018, ,219,66147.64,315
02-04-2018,-,UPI/P2A/809115731951/,23700, ,42447.64,315
02-04-2018,-,UPI/P2A/809116852097/GOOGLEPAY, ,333,42780.64,315
02-04-2018,-,POS/DMART Baner/PUNE/010418/14:24,1309.18, ,41471.46,315
02-04-2018,-,IMPS/P2A/809121472915/917895336444/rent march, ,7333,48804.46,315
02-04-2018,-,POS/WAY DOWN SOUTH/PUNE/020418/21:21,445, ,48359.46,315
03-04-2018,-,ECOM PUR/wixPayU/Mumbai/020418/23:29,2232, ,46127.46,315
03-04-2018,-,POS/MC DONALDS/PUNE/030418/14:03,62, ,46065.46,315
03-04-2018,-,UPI/P2A/809319921854/AXI532332adbecf4a1b9492b8d5, ,5067,51132.46,315
03-04-2018,-,ATM-CASH/BALEWADI LINK RD/HAVELI/030418,1000, ,50132.46,315
03-04-2018,-,POS/MC DONALDS/PUNE/030418/23:48,31, ,50101.46,315
04-04-2018,-,ECOM PUR/aip bharti ai/MUMBAI/040418/09:17,110, ,49991.46,315
09-04-2018,-,AXISDIRECT/E916070/09-04-2018/08:04,2500, ,47491.46,315
09-04-2018,-,AXISDIRECT/E947994/09-04-2018/05:04,15684.65, ,31806.81,315
12-04-2018,-,Consolidated DP Charges,59, ,31747.81,315
14-04-2018,-,UPI/P2M/810418808810/billdesktez,1190, ,30557.81,315
14-04-2018,-,UPI/P2A/810418810082/GOOGLEPAY, ,18,30575.81,315
14-04-2018,-,IMPS/P2A/810419042480/917895336444/Splitwise 15, ,292,30867.81,315
14-04-2018,-,UPI/P2A/810420183287/AXIb47a26157fdb4cb4a8716fe5, ,275,31142.81,315
14-04-2018,-,POS/M S CREAM ZONE II/MUMBAI/140418/23:21,480, ,30662.81,315
17-04-2018,-,POS/SUBWAY/PUNE/170418/13:40,595, ,30067.81,315
18-04-2018,-,INB/569270342/ATOM STOCK BROKERS/912010041956734,25100, ,4967.81,315
19-04-2018,-,POS/DMART Baner/PUNE/190418/22:04,110, ,4857.81,315
20-04-2018,-,ECOM PUR/Book My Show/Mumbai/200418/10:38,187.4, ,4670.41,315
20-04-2018,-,POS/PVR LIMITED /PUNE/200418/18:25,290, ,4380.41,315
21-04-2018,-,ECOM PUR/aip bharti ai/MUMBAI/210418/10:37,448, ,3932.41,315
21-04-2018,-,POS/HOTEL VAISHALI/PUNE/210418/13:41,597, ,3335.41,315
21-04-2018,-,ATM-CASH/kbl pune-baner/PUNE/210418,1000, ,2335.41,315
23-04-2018,-,ECOM PUR/Book My Show/Mumbai/220418/18:59,1226.96, ,1108.45,315
25-04-2018,-,UPI/P2A/811522582059/Manish Poduval, ,307,1415.45,315
25-04-2018,-,IMPS/P2A/811523545781/917500844557/Splitwise, ,750,2165.45,315
26-04-2018,-,POS/PANTALOONS FASHIO/PUNE/260418/22:11,999, ,1166.45,315
27-04-2018,-,POS/MC DONALDS/PUNE/270418/13:08,212, ,954.45,315
29-04-2018,-,UPI/P2A/811906948168/Akshay Manoj, ,301,1255.45,315
29-04-2018,-,ECOM PUR/Amazon Seller/Bangalore/290418/12:08,704.1, ,551.35,315
30-04-2018,-,NEFT/CITIN18853479962/PAYPAL PAYMENTS PL INR FBO C, ,1.12,552.47,248
30-04-2018,-,NEFT/CITIN18853500686/ADP INDIA PRIVATE LIMITED/SA, ,54090,54642.47,248
30-04-2018,-,NEFT/CITIN18853479972/PAYPAL PAYMENTS PL INR FBO C, ,1.02,54643.49,248
30-04-2018,-,UPI/P2A/812010446991/,1000, ,53643.49,315
30-04-2018,-,UPI/P2A/812010451858/GOOGLEPAY, ,28,53671.49,315
30-04-2018,-,UPI/P2A/812010452860/GOOGLEPAY, ,29,53700.49,315
30-04-2018,-,ATM-CASH/kbl pune-baner/PUNE/300418,1000, ,52700.49,315
30-04-2018,-,POS/RADHE RADHE ENTER/PUNE/300418/21:34,380, ,52320.49,315
30-04-2018,-,POS/DMART Baner/PUNE/300418/21:50,123, ,52197.49,315
01-05-2018,-,UPI/P2A/812123192902/AXI5a58e8e98f2e49fd94df3079, ,345,52542.49,315
03-05-2018,-,IMPS/P2A/812317663321/917895336444/, ,13815,66357.49,315
03-05-2018,-,UPI/P2A/812317010537/,22150, ,44207.49,315
04-05-2018,-,ECOM PUR/Book My Show/Mumbai/040518/20:53,498.4, ,43709.09,315
05-05-2018,-,POS/MIRAH HOSPITALITY/THANE/050518/13:28,2060, ,41649.09,315
05-05-2018,-,ECOM PUR/UtilityAtom/Mumbai/050518/17:25,456, ,41193.09,315
07-05-2018,-,ECOM PUR/MCDELIVERY PA/Gurugram/060518/18:40,466, ,40727.09,315
07-05-2018,-,AXISDIRECT/F897727/07-05-2018/08:05,2500, ,38227.09,315
07-05-2018,-,POS/DMART Baner/PUNE/070518/20:39,97.2, ,38129.89,315
08-05-2018,-,POS/HOTEL SAI SAGAR P/Pune/080518/22:05,595, ,37534.89,315
08-05-2018,-,UPI/P2M/812822333569/billdesktez,2610, ,34924.89,315
08-05-2018,-,UPI/P2A/812822334259/GOOGLEPAY, ,309,35233.89,315
09-05-2018,-,ECOM PUR/Flipkart Inte/18002089898/090518/21:51,422, ,34811.89,315
10-05-2018,-,UPI/P2A/813014223072/,616, ,34195.89,315
10-05-2018,-,POS/KEDAR/PUNE/100518/18:36,300, ,33895.89,315
11-05-2018,-,UPI/P2A/813113822398/AXIab0fa5d0f8484df49444d431, ,732,34627.89,315
11-05-2018,-,POS/SUBWAY/PUNE/110518/14:07,65, ,34562.89,315
11-05-2018,-,POS/AVENUE SUPERMARTS/PUNE/110518/20:30,82.5, ,34480.39,315
12-05-2018,-,IMPS/P2A/813211529170/917895336444/splitwise may, ,800,35280.39,315
14-05-2018,-,POS/MC DONALDS/PUNE/130518/22:28,232, ,35048.39,315
15-05-2018,-,INB/575631948/ATOM STOCK BROKERS/912010041956734,18000, ,17048.39,315
15-05-2018,-,POS/SUBWAY/PUNE/150518/13:18,235, ,16813.39,315
15-05-2018,-,POS/SMART LIFE CHEMIS/PUNE/150518/23:09,60, ,16753.39,315
16-05-2018,-,ECOM PUR/PAYTM/1204770770/160518/18:44,1, ,16752.39,315
17-05-2018,-,REFUND\Flipkart Internet\REFUND DT.12-MAY-18, ,422,17174.39,100
17-05-2018,-,ECOM PUR/Book My Show/Mumbai/170518/17:24,745.6, ,16428.79,315
17-05-2018,-,POS/DMART Baner/PUNE/170518/19:37,70, ,16358.79,315
18-05-2018,-,POS/MC DONALDS/PUNE/180518/13:18,357, ,16001.79,315
19-05-2018,-,IMPS/P2A/813911107749/919860450053/comments, ,1021,17022.79,315
19-05-2018,-,POS/NATIONAL SWEETS/PUNE/190518/20:04,255, ,16767.79,315
22-05-2018,-,ATM-CASH/CUMMINS BALEWADI/PUNE/220518,700, ,16067.79,315
22-05-2018,-,POS/DMART Baner/PUNE/220518/18:25,859.31, ,15208.48,315
22-05-2018,-,UPI/P2A/814223476305/NAMDEO CHETAN MANEK, ,186.5,15394.98,315
22-05-2018,-,IMPS/P2A/814223012581/917895336444/, ,268,15662.98,315
22-05-2018,-,UPI/P2A/814223478027/AXIa397ed0979d545769833e769, ,185,15847.98,315
23-05-2018,-,POS/SMART LIFE CHEMIS/PUNE/230518/23:14,60, ,15787.98,315
24-05-2018,-,POS/AVENUE SUPERMARTS/PUNE/240518/22:06,420.2, ,15367.78,315
25-05-2018,-,POS/IMAGICA/KHOPOLI/250518/12:48,110, ,15257.78,315
26-05-2018,-,UPI/P2A/814608002908/Akshay Manoj, ,311,15568.78,315
26-05-2018,-,ECOM PUR/Amazon Pay/8033420300/260518/20:00,500, ,15068.78,315
28-05-2018,-,POS/TALES & SPIRITS/PUNE/270518/23:06,1169, ,13899.78,315
28-05-2018,-,POS/MC DONALDS/PUNE/280518/13:00,181, ,13718.78,315
28-05-2018,-,ECOM PUR/aip bharti ai/MUMBAI/280518/21:33,399, ,13319.78,315
30-05-2018,-,UPI/P2A/815009105335/,1000, ,12319.78,315
30-05-2018,-,POS/SUBWAY/PUNE/300518/13:29,160, ,12159.78,315
31-05-2018,-,NEFT/CITIN18868147156/ADP INDIA PRIVATE LIMITED/SA, ,54090,66249.78,248
31-05-2018,-,ATM-CASH/kbl pune-baner/PUNE/310518,500, ,65749.78,315
01-06-2018,-,UPI/P2A/815210407793/,25000, ,40749.78,315
01-06-2018,-,IMPS/P2A/815213921948/917500844557/Rent and spli, ,5264,46013.78,315
01-06-2018,-,UPI/P2A/815223491854/,24000, ,22013.78,315
01-06-2018,-,UPI/P2A/815223326426/GOOGLEPAY, ,14,22027.78,315
02-06-2018,-,UPI/P2A/815309699270/AXI863705a609954c04a9482aa2, ,4916,26943.78,315
02-06-2018,-,IMPS/P2A/815313811388/917895336444/rent + splitw, ,7355,34298.78,315
02-06-2018,-,ECOM PUR/Bundal PAYU A/Gurugram/020618/19:16,595, ,33703.78,315
02-06-2018,-,ECOM PUR/MSRTC/MUMBAI/020618/22:35,441, ,33262.78,315
04-06-2018,-,POS/ABSOLUTE BARBEQUE/MARATHAHALLI/040618/20:42,1667, ,31595.78,315
05-06-2018,-,POS/MC DONALDS/PUNE/050618/13:18,184.98, ,31410.8,315
05-06-2018,-,ATM-CASH/kbl pune-baner/PUNE/050618,1000, ,30410.8,315
06-06-2018,-,UPI/P2M/815716748937/billdesktez,1820, ,28590.8,315
06-06-2018,-,UPI/P2A/815716983118/GOOGLEPAY, ,18,28608.8,315
07-06-2018,-,AXISDIRECT/H067123/07-06-2018/08:06,2500, ,26108.8,315
07-06-2018,-,UPI/P2A/815811658741/AXI7e3d54065e3c4249be95156f, ,364,26472.8,315
07-06-2018,-,POS/SHREE SAGAR CHEMI/PUNE/070618/17:58,180, ,26292.8,315
07-06-2018,-,ECOM PUR/Amazon Seller/Bangalore/080618/00:04,205, ,26087.8,315
08-06-2018,-,UPI/P2A/815912201667/VIVEK KESHARI,500, ,25587.8,315
12-06-2018,-,POS/MAULI PETROLIUM/PUNE/120618/09:32,100, ,25487.8,315
12-06-2018,-,ATM-CASH/IDBI VARAD LAXMI P/PUNE/120618,3800, ,21687.8,315
15-06-2018,-,ECOM PUR/paywww mcdel/GURGAON/150618/21:28,443, ,21244.8,315
16-06-2018,-,ECOM PUR/Bundal PAYU A/Gurugram/160618/12:08,137, ,21107.8,315
16-06-2018,-,ECOM PUR/Bundal PAYU A/Gurugram/160618/22:10,126, ,20981.8,315
19-06-2018,-,POS/LUCKY LAXMI WINES/PUNE/190618/19:23,500, ,20481.8,315
20-06-2018,-,REFUND/MAULI PETROLIUM\S NO 274 BANER/DT.120618, ,0.75,20482.55,100
20-06-2018,-,POS/RADHE RADHE ENTER/PUNE/200618/21:19,380, ,20102.55,315
22-06-2018,-,UPI/P2A/817315848330/ANUPAM CHANDRAKANT BAPAT,678, ,19424.55,315
22-06-2018,-,UPI/P2A/817315850375/,100, ,19324.55,315
22-06-2018,-,ECOM PUR/Book My Show/Mumbai/220618/22:12,741.6, ,18582.95,315
23-06-2018,-,POS/Smart Life Chemis/Pune/230618/03:26,125, ,18457.95,315
23-06-2018,-,ECOM PUR/Bundal PAYU A/Gurugram/230618/22:14,220, ,18237.95,315
25-06-2018,-,UPI/P2A/817510692754/NAMDEO CHETAN MANEK, ,185.5,18423.45,315
27-06-2018,-,POS/AMITA ENTERPRISES/PUNE/270618/22:22,163, ,18260.45,315
27-06-2018,-,POS/KFC FoodHub/KHALAPUR/270618/23:31,89.26, ,18171.19,315
27-06-2018,-,POS/KFC FoodHub/KHALAPUR/270618/23:35,89.26, ,18081.93,315
29-06-2018,-,ECOM PUR/Flipkart Inte/18002089898/290618/13:46,239, ,17842.93,315
29-06-2018,-,POS/DMART Thane/THANE/290618/17:16,294, ,17548.93,315
29-06-2018,-,NEFT/CITIN18881799235/ADP INDIA PRIVATE LIMITED/SA, ,54078,71626.93,2
30-06-2018,-,UPI/P2A/818113556379/,1000, ,70626.93,315
30-06-2018,-,912010041956734:Int.Pd:01-04-2018 to 30-06-2018, ,232,70858.93,315
02-07-2018,-,IMPS/P2A/818218823486/919860450053/comments, ,2100,72958.93,315
02-07-2018,-,POS/FLYING DUCK CO/PUNE/010718/23:24,243, ,72715.93,315
02-07-2018,-,UPI/P2A/818314348113/,24000, ,48715.93,315
02-07-2018,-,IMPS/P2A/818315450434/917895336444/rent, ,7274,55989.93,315
03-07-2018,-,UPI/P2A/818415997873/AXI25b0577afe2042179f28c0ca, ,4900,60889.93,315
04-07-2018,-,ECOM PUR/Bundal PAYU A/Gurugram/040718/19:32,104, ,60785.93,315
04-07-2018,-,ECOM PUR/MCDELIVERY PA/Gurugram/040718/22:32,315, ,60470.93,315
05-07-2018,-,UPI/P2A/818608644276/Akshay Manoj, ,186,60656.93,315
05-07-2018,-,IMPS/P2A/818608214472/919860450053/comments, ,5600,66256.93,315
06-07-2018,-,POS/DMART Baner/PUNE/060718/17:54,161.5, ,66095.43,315
06-07-2018,-,UPI/P2M/818722444388/billdesktez,1950, ,64145.43,315
07-07-2018,-,ATM-CASH/BOB/PUNE/070718,500, ,63645.43,315
07-07-2018,-,ECOM PUR/Flipkart Paym/Chennai/070718/14:34,604, ,63041.43,315
07-07-2018,-,ECOM PUR/Flipkart Paym/Chennai/080718/01:08,352, ,62689.43,315
09-07-2018,-,POS/URBANTADKA MALAD/MUMBAI/080718/13:58,1034, ,61655.43,315
09-07-2018,-,AXISDIRECT/I300986/09-07-2018/08:07,2500, ,59155.43,315
09-07-2018,-,ECS/TGBL DIV.09072018/TA00100756120/AXIS BANK  UTB, ,250,59405.43,2
09-07-2018,-,ECS/TGBL DIV.09072018/TA00108703130/AXIS BANK  UTB, ,425,59830.43,2
10-07-2018,-,ECOM PUR/aip bharti ai/MUMBAI/100718/11:38,448, ,59382.43,315
10-07-2018,-,UPI/P2A/819121945034/GOOGLEPAY, ,12,59394.43,315
10-07-2018,-,POS/WELLNESS/THANE/100718/22:47,125, ,59269.43,315
10-07-2018,-,IMPS/P2A/819123270229/917895336444/, ,263,59532.43,315
12-07-2018,-,UPI/P2A/819308935966/AXIe029736922664748a4256775, ,487,60019.43,315
12-07-2018,-,POS/DR KARVES DENTECH/THANE/120718/11:37,800, ,59219.43,315
12-07-2018,-,ECOM PUR/MCDELIVERY PA/Gurugram/120718/22:43,386, ,58833.43,315
13-07-2018,-,ICON REF/818530023305/PAYU REFUND/DT.05072018, ,104,58937.43,100
13-07-2018,-,POS/DR KARVES DENTECH/THANE/130718/19:08,4500, ,54437.43,315
13-07-2018,-,POS/PRIME MEDICINE/THANE/130718/19:15,157, ,54280.43,315
14-07-2018,-,POS/DR KARVES DENTECH/THANE/140718/11:44,19870, ,34410.43,315
14-07-2018,-,POS/MODI MOTORS/THANE/140718/13:00,15146, ,19264.43,315
16-07-2018,-,IMPS/P2A/819712822430/919860450053/comments, ,5000,24264.43,315
16-07-2018,-,POS/SHREE SAGAR CHEMI/PUNE/160718/18:15,180, ,24084.43,315
17-07-2018,-,POS/NAWAB OF ASIA/PUNE/170718/22:38,3428, ,20656.43,315
21-07-2018,-,POS/MC DONALDS/PUNE/220718/00:08,149, ,20507.43,315
25-07-2018,-,UPI/P2A/820609521092/AKSHAY MANOJ, ,1370,21877.43,315
29-07-2018,-,ECOM PUR/Bundal PAYU A/Gurugram/290718/10:13,91, ,21786.43,315
29-07-2018,-,UPI/P2A/821010479125/,700, ,21086.43,315
30-07-2018,-,ECOM PUR/Book My Show/Mumbai/300718/13:28,544.4, ,20542.03,315
30-07-2018,-,UPI/P2A/821200919845/,1000, ,19542.03,315
31-07-2018,-,NEFT/CITIN18895225345/ADP INDIA PRIVATE LIMITED/SA, ,54090,73632.03,2
31-07-2018,-,ECS/ITC LIMITED/737338/AXIS BANK  UTB, ,1082,74714.03,274
31-07-2018,-,UPI/P2A/821301840755/AXIe695b17cc5d54d34bdd82735, ,4850,79564.03,315
01-08-2018,-,UPI/P2A/821318150881/,24000, ,55564.03,315
01-08-2018,-,POS/RAASTA CAFE/PUNE/010818/21:12,937, ,54627.03,315
02-08-2018,-,ECS/IDFC BANK LIMITED/2149160/AXIS BANK  UTB, ,750,55377.03,274
02-08-2018,-,POS/MC DONALDS/PUNE/020818/13:26,181, ,55196.03,315
03-08-2018,-,ECS/CCHPP5970P AY2018 19/CE18066756198/AXIS BANK, ,3430,58626.03,2
04-08-2018,-,ECOM PUR/PAYTM/1204770770/040818/08:36,219.6, ,58406.43,315
04-08-2018,-,INB/IFT/PPF I-CONNECT COLLEC,50000, ,8406.43,315
04-08-2018,-,IMPS/P2A/821615853991/917895336444/, ,6850,15256.43,315
04-08-2018,-,UPI/P2M/821616094445/billdesktez,1400, ,13856.43,315
04-08-2018,-,IMPS/P2A/821620588791/919860450053/comments, ,5434,19290.43,315
06-08-2018,-,POS/LIFE STYLE INTL P/PUNE/050818/16:08,3690, ,15600.43,315
06-08-2018,-,IMPS/P2A/821816792193/919860450053/comments, ,3700,19300.43,315
07-08-2018,-,AXISDIRECT/J466248/07-08-2018/08:08,2500, ,16800.43,315
11-08-2018,-,ECOM PUR/MCDELIVERY PA/Gurugram/110818/13:59,315, ,16485.43,315
13-08-2018,-,UPI/P2A/822412690006/AXIa37a08acfa96420bad86c99d, ,381,16866.43,315
13-08-2018,-,POS/CHAITANYA PARANTH/PUNE/120818/14:06,152, ,16714.43,315
14-08-2018,-,POS/MC DONALDS/PUNE/140818/13:28,219, ,16495.43,315
14-08-2018,-,UPI/P2A/822621415321/GOOGLEPAY, ,26,16521.43,315
16-08-2018,-,POS/DMART Baner/PUNE/150818/13:27,648, ,15873.43,315
18-08-2018,-,POS/SUBWAY/PUNE/180818/16:11,235, ,15638.43,315
20-08-2018,-,POS/WAY DOWN SOUTH/PUNE/190818/14:15,125, ,15513.43,315
20-08-2018,-,UPI/P2M/823201517574/billdesktez,399, ,15114.43,315
20-08-2018,-,UPI/P2A/823220903082/AKSHAY MANOJ,634, ,14480.43,315
22-08-2018,-,POS/PANTALOONS FASHIO/PUNE/220818/19:30,847.5, ,13632.93,315
24-08-2018,-,ECS/Central Depository S/108608/AXIS BANK  UTB, ,350,13982.93,274
24-08-2018,-,ECS/Central Depository S/108609/AXIS BANK  UTB, ,350,14332.93,274
24-08-2018,-,POS/CAFE COFFEE DAY/SHREE KRISHNA/240818/18:45,202, ,14130.93,315
24-08-2018,-,ATM-CASH-AXIS/CWAW10406/2959/240818/WARJE,1000, ,13130.93,315
24-08-2018,-,ATM-CASH-AXIS/CWAW10406/2960/240818/WARJE,1000, ,12130.93,315
25-08-2018,-,ECOM PUR/MCDELIVERY PA/Gurugram/250818/21:23,524, ,11606.93,315
27-08-2018,-,ATM-CASH/BANER/PUNE/260818,1000, ,10606.93,315
28-08-2018,-,POS/BHAGAT TARACHAND/THANE/280818/22:03,830, ,9776.93,315
31-08-2018,-,NEFT/CITIN18910382202/ADP INDIA PRIVATE LIMITED/SA, ,54091,63867.93,2
31-08-2018,-,INB/600968123/ATOM STOCK BROKERS/912010041956734,13200, ,50667.93,315
31-08-2018,-,ECOM PUR/MCDELIVERY PA/Gurugram/310818/11:36,354, ,50313.93,315
31-08-2018,-,UPI/P2M/824311188843/billdesktez,1900, ,48413.93,315
31-08-2018,-,ECS/L T Finance Holdings/336182/AXIS BANK  UTB, ,50,48463.93,274
31-08-2018,-,ECS/L T Finance Holdings/336311/AXIS BANK  UTB, ,100,48563.93,274
01-09-2018,-,UPI/P2A/824409591968/GOOGLEPAY, ,50,48613.93,315
01-09-2018,-,POS/MC DONALDS/NAVI MUMBAI/010918/17:07,304, ,48309.93,315
01-09-2018,-,IMPS/P2A/824422832308/917895336444/After settlin, ,7286,55595.93,315
01-09-2018,-,UPI/P2A/824422969719/,24000, ,31595.93,315
03-09-2018,-,UPI/P2A/824516133013/,1000, ,30595.93,315
03-09-2018,-,IMPS/P2A/824520265309/917895336444/Splitwise, ,455,31050.93,315
03-09-2018,-,ATM-CASH/CUMMINS BALEWADI/PUNE/030918,800, ,30250.93,315
03-09-2018,-,UPI/P2A/824622853702/AXI368be9fc87bf418aac9f5be3, ,5317,35567.93,315
04-09-2018,-,ECOM PUR/Flipkart Paym/Chennai/040918/00:01,798, ,34769.93,315
04-09-2018,-,ECS/INDIAN OIL CORPN/5794409/AXIS BANK  UTB, ,150,34919.93,274
04-09-2018,-,INB/IFT/PPF I-CONNECT COLLEC,30000, ,4919.93,315
04-09-2018,-,IMPS/P2A/824722544216/919860450053/comments, ,5304,10223.93,315
05-09-2018,-,POS/SHREE SAGAR CHEMI/PUNE/050918/18:31,165, ,10058.93,315
05-09-2018,-,ECOM PUR/BIGTREE ENTER/MUMBAI/050918/20:02,865.2, ,9193.73,315
06-09-2018,-,POS/DMART Baner/PUNE/060918/19:12,592, ,8601.73,315
06-09-2018,-,UPI/P2A/824919637279/NAMDEO CHETAN MANEK, ,216.25,8817.98,315
07-09-2018,-,AXISDIRECT/K814788/07-09-2018/08:09,2500, ,6317.98,315
07-09-2018,-,POS/MC DONALDS/PUNE/070918/13:25,80, ,6237.98,315
10-09-2018,-,ECOM PUR/ONE97 COMMUNI/NOIDA/090918/21:51,445, ,5792.98,315
10-09-2018,-,POS/SUBWAY/PUNE/100918/13:33,144, ,5648.98,315
10-09-2018,-,ATM-CASH-AXIS/BPCN275402/8040/100918/PUNE,2000, ,3648.98,315
11-09-2018,-,NEFT/N254180629804031/ZERODHA  NSE CLIENT AC/10092, ,443,4091.98,2
13-09-2018,-,POS/SUBWAY/PUNE/130918/18:30,160, ,3931.98,315
